step,tau,max_u_inf,max_damage,mean_damage,frac_damage_ge_095
0,0.0,0.0,0.95,0.0012663289789389496,0.0013329778725673154
1,0.05,0.0015000297285740272,1.0,0.15969474247462614,0.036790189282857905
2,0.1,0.0030000214105912514,1.0,0.15970868717023404,0.036790189282857905
3,0.15000000000000002,0.004500020434675731,1.0,0.15971502580459349,0.036790189282857905
4,0.2,0.006000023733824041,1.0,0.15971782338046944,0.036790189282857905
5,0.25,0.007500028432229264,1.0,0.15971919160672318,0.036790189282857905
6,0.30000000000000004,0.009000033563192487,1.0,0.15972028218794607,0.036790189282857905
7,0.35000000000000003,0.010500038900632749,1.0,0.1597208793917613,0.036790189282857905
8,0.4,0.012000044335277269,1.0,0.159721207067148,0.036790189282857905
9,0.45,0.013500049812066808,1.0,0.15972141318266442,0.036790189282857905
10,0.5,0.015000055346637044,1.0,0.15972154722703005,0.036790189282857905
11,0.55,0.01650006084112548,1.0,0.15972163949062865,0.036790189282857905
12,0.6000000000000001,0.018000066348408165,1.0,0.159721703419808,0.036790189282857905
13,0.65,0.01950007178684522,1.0,0.15972274065244185,0.036790189282857905
14,0.7000000000000001,0.021000076924934826,1.0,0.15972656094946575,0.036790189282857905
15,0.75,0.022500081763015236,1.0,0.15972936143484753,0.036790189282857905
16,0.8,0.024000087213332313,1.0,0.1597294315804097,0.036790189282857905
17,0.8500000000000001,0.02550009194565557,1.0,0.15973218650169785,0.036790189282857905
18,0.9,0.027000096477312756,1.0,0.1597352230963851,0.036790189282857905
19,0.9500000000000001,0.02850010183692745,1.0,0.15973525745325068,0.036790189282857905
20,1.0,0.030000106101937925,1.0,0.15973859337802654,0.036790189282857905
